index,PIK3CA-0001,PIK3CA-0002,PIK3CA-0003,PIK3CA-0004,PIK3CA-0036,PIK3CA-0047,PIK3CA-1020,PIK3CA-1033,PIK3CA-1038,PIK3CA-1045,PIK3CA-1052,PIK3CA-1268,PIK3CA-1458,PIK3CA-1588,PIK3CA-2179,PIK3CA-1039,PIK3CA-1676,PIK3CA-1035,PIK3CA-1113
RNA5SP474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.076553538,0
RNA5SP475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.917303214,0,0
RNA5SP476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.772297088,0,0
RNA5SP478,0,0,0,0,0,0,0,0,0,31.32,0,0,0,0,0,0,0,0,0
RNA5SP479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP48,0,0,0,0,37.11,0,0,0,0,29.17,0,0,0,0,35.07,0,13.39068911,3.62610967,9.111058601
RNA5SP480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP481,431.99,0,130.73,282.29,270.7,0,272.89,316.75,224.05,376.48,0,272.53,281.54,220.84,1377.01,525.0709734,105.4516768,119.8399524,69.00506678
RNA5SP482,0,0,0,0,0,0,0,0,0,0,0,51.03,0,0,0,0,1.787316555,0,0
RNA5SP483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.900030212,0,0
RNA5SP485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.431335483
RNA5SP486,0,0,0,0,46.46,0,0,0,0,0,170.64,0,0,0,0,0,0,5.504696608,4.610415195
RNA5SP487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.877410663,0
RNA5SP489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP490,46.77,0,0,0,9.26,0,0,24.67,62.19,0,0,0,79.74,12.89,24.15,0,0,10.07845188,14.06854637
RNA5SP491,0,0,0,0,0,0,251.76,0,0,0,0,0,0,0,0,0,1.787316555,3.871947614,0
RNA5SP492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP493,223.41,0,207.55,0,171.37,0,0,520.13,0,293.7,0,0,149.35,307.62,292.54,0,11.58809635,10.04153447,8.410207939
RNA5SP494,607.76,826.68,357.54,832.36,2108.01,0,1103.18,1888.78,711.57,1650.71,1315.92,1255.72,756.81,940.83,1538.77,0,16.34909717,21.25068923,17.79834703
RNA5SP495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.191649711,10.53204939
RNA5SP497,1083.95,0,0,824.74,1473.19,0,1076.17,2911.04,2118.54,1876.41,244.38,1453.97,600.9,2087.16,2184.87,0,2.174261376,9.420408628,3.944994446
RNA5SP498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18887051
RNA5SP499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP50,0,0,0,168.53,60.18,0,0,48.65,0,0,0,0,0,52.31,125.03,0,0,4.269998303,3.576303376
RNA5SP500,0,0,571.95,333.5,1056.4,329.67,0,657.25,415.55,1050.73,265.37,527.17,0,417.48,500.65,195.7483843,19.49526797,19.1970512,19.29400645
RNA5SP501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP502,0,0,0,150.85,15.04,0,0,0,0,28.7,0,0,0,76.43,54.81,244.6854803,90.3871515,80.62761502,48.23501612
RNA5SP503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP507,222.9,0,67.49,76.06,47.22,0,0,63.75,101.62,68.93,0,0,0,69.99,128.11,0,1.743002922,3.775948913,0
RNA5SP508,79.21,1034.95,0,0,0,0,0,101.19,109.2,27.71,0,98.74,0,53.78,96.82,0,3.544594177,0,3.215667741
RNA5SP509,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP513,0,0,0,52.45,120.22,0,0,209.49,0,73.6,0,163.74,0,99.93,254.2,49.35181722,7.14926622,34.84752853,9.728757489
RNA5SP514,449.24,0,265.34,269.11,473.27,0,317.69,740.83,295.75,434.92,93.37,64.95,86.98,328.04,556.99,52.46409398,20.90033233,8.232248981,13.78971031
RNA5SP515,812.98,0,1108.9,1019.01,2225.77,1135.49,958.39,2025.89,2359.56,1797.22,1220.24,1380.07,616.79,1438.43,2101.13,0,8.936582776,15.48779046,16.21459581
RNA5SP516,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP517,338.27,2170.3,614.51,705.02,2015.2,980.8,259.97,1403.86,822.67,1531.31,676.41,1219.8,565.37,1133.19,1431.89,0,0,0,0
RNA5SP518,0,0,0,37.58,14.46,0,0,0,0,36.98,0,0,0,0,0,0,0,0,0
RNA5SP519,158.43,0,72.02,112.74,245.65,0,0,134.78,0,146.25,81.94,49.37,0,96.99,167.73,0,0,3.839410239,0
RNA5SP52,49.69,0,89.34,54.47,78.87,0,157.35,166.48,65.82,160.06,0,31.07,50.85,269.84,163.59,0,0,3.409625511,8.567114803
RNA5SP520,0,0,0,22.82,42.32,0,0,40.97,0,0,0,0,0,21.83,10.6,0,0,4.04327273,0
RNA5SP521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.938705331,0
RNA5SP523,0,0,0,22.82,42.32,0,0,40.97,0,0,0,0,0,21.83,10.6,0,0,4.04327273,0
RNA5SP524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.251607109,0
RNA5SP527,0,0,0,29.57,0,0,0,0,0,44.1,0,0,0,0,0,0,1.660656327,3.597557626,3.013105994
RNA5SP528,158.43,0,216.06,160.94,274.69,0,0,116.41,0,277.14,0,444.35,0,332.24,363.49,48.93709607,8.861485441,11.51823072,6.431335483
RNA5SP529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP53,223.56,0,0,165.09,30.25,0,0,79.48,116.01,0,0,91.02,0,40.89,37.69,0,1.757527946,22.84449092,0
RNA5SP530,0,0,0,0,0,170.34,0,0,0,0,0,0,0,38.44,0,49.35181722,0,0,12.97167665
RNA5SP531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.153543804,0
RNA5SP534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.510754208,0,0
RNA5SP535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.971059379,4.269998303,0
RNA5SP536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.34564579,1.714661411,0,0
RNA5SP54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP55,0,0,0,0,12.63,0,0,28.58,0,0,0,0,0,31.57,0,0,0,3.655118548,0
RNA5SP56,0,0,0,0,14.83,0,0,0,0,28.56,0,0,0,0,0,0,0,0,0
RNA5SP57,139.58,0,63.32,133.01,78.57,0,0,241.32,0,98.64,0,0,58.23,66.43,82.46,0,0,0,3.111093181
RNA5SP59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.153543804,0
RNA5SP60,551.49,0,0,755.44,1737.33,0,0,507.47,0,1683.56,154.69,689.06,235.78,426.34,1064.31,0,2.424176477,5.251607109,0
RNA5SP61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.27559274,0
RNA5SP62,0,0,0,101.1,36.8,0,0,0,0,0,0,67.31,0,0,45.99,0,5.751909641,4.153543804,0
RNA5SP63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP65,0,0,0,0,52.76,0,0,33.73,0,0,0,0,0,0,0,0,3.544594177,0,0
RNA5SP66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.088152015,0,0
RNA5SP67,0,0,0,26.42,0,0,0,24.45,0,59.4,0,33.93,0,27.26,13.88,0,0,0,8.763308272
RNA5SP68,0,0,0,0,0,0,0,0,0,55.43,0,0,0,0,36.35,0,0,7.678820478,6.431335483
RNA5SP69,0,0,0,0,15.22,0,0,0,0,0,0,0,0,0,0,0,1.802592765,0,3.270636421
RNA5SP70,0,0,0,0,55.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP73,0,0,0,0,0,0,0,0,0,0,0,0,0,101.42,0,0,0,0,0
RNA5SP74,0,1326.29,406.33,784.69,711.94,238.49,340.72,0,320.37,190.32,96.69,140.06,0,612.88,288.12,801.4010686,133.5076274,108.9828925,80.745712
RNA5SP75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.232248981,0
RNA5SP76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP77,0,0,0,0,128.3,0,0,0,0,53.81,0,0,0,0,17.73,0,5.272583838,11.42224546,0
RNA5SP78,81.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14926622,11.61584284,19.45751498
RNA5SP79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.95637791
RNA5SP84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP86,170.29,0,0,314.44,185.86,0,0,198.68,512.96,272,0,212.77,432.09,450.35,229.16,0,19.36867532,18.64856402,3.9047394
RNA5SP87,0,0,0,0,0,0,0,0,0,0,0,0,0,37.93,0,0,0,0,0
RNA5SP88,0,0,0,0,18.93,0,0,0,0,0,0,0,0,0,23.64,0,1.934893151,0,0
RNA5SP89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2935124,0,0,0
RNA5SP91,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,18.17,0,0,0,9.647003224
RNA5SP92,0,0,0,0,0,0,0,0,0,0,0,0,86.55,0,0,0,0,8.307087608,10.43630349
RNA5SP93,0,0,0,0,0,0,0,0,0,0,0,0,0,42.43,0,0,0,4.007805425,0
RNA5SP94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.92142993,1384.54146,1184.529159,453.5282503
RNA5SP95,0,0,0,0,0,0,0,21.09,0,0,127.58,0,0,0,12.09,0,1.539440537,0,0
RNA5SP96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP97,0,0,0,0,440.3,737.55,0,346.03,1018.21,197.59,167.7,587.61,272.87,0,536.38,0,0,5.439164505,0
RNA5SP98,0,0,0,98.7,57.39,91.56,0,0,59.99,50.96,0,0,0,223.67,0,0,1.539440537,0,0
RNA5SP99,98.97,0,85.18,617.97,499.86,0,0,358.16,131.59,829.08,355.05,362.31,0,937.09,349.65,102.1669199,25.90041183,36.07024882,16.783529
RNASE1,27.52,0,3.71,15.52,28.99,43.22,21.77,73.96,80.57,17.44,47.14,26.11,26.04,24.39,10.63,0,23.56353257,6.328113829,7.773423958
RNASE10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.55878608,0.703011178,0.761483031,1.275548204
RNASE11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNASE12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNASE13,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.960900508,0
RNASE2,0,0,0,0,0.95,19.64,0,0,2.35,0,0,2.1,0,0,0,0,0.585842649,0,0
RNASE3,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0
RNASE4,7.67,0,5.92,1.89,1.48,9.56,20.65,2.67,0.59,4.05,0,6.35,0,5.04,3.73,0,0,1.484785854,0.177652953
RNASE6,12.12,24.5,0,6.27,0.64,0,0,8.78,0.77,8.76,4.76,5.83,2.73,3.26,1.27,0,12.4942745,4.33070918,2.720363468
RNASE7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0.972795923,1.357929245
RNASE8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.810715116
RNASE9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077824116,0,0
RNASEH1,6.7,0,2.67,6.12,1.7,1.67,3.36,0.86,10.14,3.05,2.31,6.58,0,0.35,2.56,0.979565085,1.773787666,3.842639348,1.802288463
RNASEH1P1,0,0,0,5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNASEH1P2,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578341542,0
RNASEH2A,0,0,1.45,5.3,0.86,1.92,4.47,7.77,0,1.54,7.51,2.46,0,0,2,0,0.307738356,0.222222674,0.186120847
RNASEH2B,4.63,0,0.88,23.91,2.47,22.19,9.74,11.68,1.17,13.34,0,7.18,2.92,2.5,4.59,0.888340238,1.214491892,3.362815001,1.006934933
RNASEH2B-AS1,0,0,1.61,4.52,0.83,0,12.27,0,0,1.16,0,1.32,0,0,0,0.599065367,0.412217232,0.987006089,0.196823609
RNASEH2C,14.33,0,10.25,8.54,4.18,12.25,0,3.03,5.32,5.12,2.89,13.86,5.75,8.68,4.96,0,2.333001698,4.410842978,3.925158391
RNASEH2CP1,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNASEK,60.01,0,9.12,30.03,6.86,41.22,14.71,6.21,5.6,7.21,3.34,14.92,32.88,3.82,9.76,0,0.353666887,2.04310707,2.99457935
RNASEK-C17orf49,0,0,0.42,0,0.83,0,0,4.38,29.03,0,0,1.2,0,1.76,0,0,0,0,0.589621666
RNASEL,1.61,0,2.05,4.05,1.41,1.91,0,0.93,3.24,2.94,0,1.2,0.79,1.62,1,0,1.480627625,3.505930035,1.436944099
RNASET2,19.04,0,3.61,30.98,3.94,9.42,31.23,17.63,6.26,21.76,8.76,7.11,18.13,5.6,10.07,0,2.229989283,6.115101632,3.559550298
RND1,1.92,0,0.63,0.95,0,7.57,7.33,0,18.91,0,0,3.21,0,0,0.76,0,3.632580557,5.902072123,3.489341592
RND2,0,0,0,0,0,0.96,0.3,0.21,0,0,0,0.31,2.94,0.15,0,0,0.048283735,0.627595904,0.262818998
RND3,77.02,0,6.12,3.81,10.17,50.13,0.55,5.07,64.08,2.18,0,7.25,4.26,4.86,4.2,1.62034347,3.11014962,6.991914306,6.707807751
RNF10,33.46,0,15.27,37.4,24.37,108.92,108.45,22.08,70.22,27.4,0,30.98,48.85,32.9,18.43,0,11.79628926,23.54144149,11.73936737
RNF103,11.26,0,2.34,5.6,3.13,3.37,5.52,4.76,19.85,3.08,0,6.87,0,6.49,4.96,0,3.943676086,6.317280871,2.620299181
RNF103-CHMP3,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0.140321592,0.911955725,1.01840176
RNF10P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.78188193,0,0,0
RNF11,24.14,0,4.11,5.82,9.31,4.12,10.62,2.01,14.02,9.3,0,12.51,3.16,16.6,10.89,3.74261853,13.7575131,11.74523955,7.377849509
RNF111,17.1,0,2.64,25.12,6.94,23.11,14.4,11.96,29.76,7.89,7.48,9.63,26.78,7.25,8.38,0,4.557370667,7.325014516,7.308661813
RNF112,0,0,0.16,0.25,0,1.25,0,1.79,1.14,0.89,0,0.5,0,1.96,0.1,0,0,0.125106741,1.466950289
RNF113A,5.5,0,0.81,4.11,2.69,3.23,0,2.45,0,2.39,0,3.94,0,1.49,0.99,0,4.522947216,2.903191857,5.470977206
RNF113B,0.6,0,0.79,0,0,0.79,0,0,0,0,0,1.01,0,0.97,0,0,0.916971102,7.283750729,2.495637791
RNF114,21.69,9.9,11.31,17.86,6.75,21.52,32.25,5.29,17.08,8.19,8.77,5.72,5,9.57,7.27,2.685503543,4.133452859,8.954492637,9.264415132
RNF115,14.98,7.63,8.49,5.32,4.63,6.51,8.87,9.59,13.96,4.85,7.33,10.63,21.71,14.18,6.25,5.265859872,8.848825032,14.25327673,4.256056491
RNF11P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869691957
RNF11P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479325803,2.076771902,0
RNF121,1.98,0,10.79,3.86,2.04,14.25,2.45,6.51,9.87,5.63,0,8.31,0,8.54,4.73,0,2.206373544,7.450818578,5.887145557
RNF122,0,0,2.25,0.44,1.38,0.56,2.12,0.74,2.44,1.42,0,0.18,0,0.7,0.17,0,0.563310239,2.44065074,2.452977316
RNF123,35.85,0,7.82,17.7,3.34,7.98,24.18,22.11,48.34,1.37,0,6.05,62.8,8.16,5.33,0,2.075204853,4.249278538,7.375794306
RNF125,1.99,57.9,0.41,2.52,0.43,5.76,0,1.22,0.36,2.81,0.8,2.99,0,1.44,0.42,0.960817428,0.939513371,2.186075686,1.957201501
RNF126,40.28,11.64,4.44,7.47,0.82,2.48,4.84,0.36,0,3.35,0,2.77,0.96,5.92,2.49,6.747988913,3.238087409,5.16184905,6.651178353
RNF126P1,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0.159775268,1.730643252,0
RNF128,0,8.5,0,0,0.24,0,0,0,0,0,0,0.39,0,1.81,0,0,0.123407463,7.61928603,3.918448257
RNF13,17.24,0,4.86,25.77,9.67,40.11,18.99,15.6,0,10.23,0,11.89,35.88,20.57,13.11,0,4.722157369,14.32176313,6.318836611
RNF130,54.35,0,23.14,23.48,4.33,8.26,2.07,7.18,4.39,9.31,2.79,7.91,2.78,8.02,6.59,0.90871724,2.254330922,5.953077918,1.313664375
RNF133,3.4,0,1.12,0,0,0,3.75,0,0,0.54,0,0,0,2.31,0,0,1.067479013,0.660722803,1.106766338
RNF135,2.94,0,0.88,5.53,1.21,1.98,0,5.08,6.87,1.05,0,2.19,1.86,6.39,1.8,0,3.84997217,4.068475676,5.792783474
RNF138,8.42,23.54,8.31,10.65,1.95,13.86,3.57,4.83,10.55,11.1,0,6.03,36.62,1.65,1.66,0,2.122438409,3.750949251,2.330848148
RNF138P1,35.67,0,13.91,0,1.42,0,0,3.18,0,1.73,0,6.56,0,3.85,0.73,0,1.545079513,8.367945393,19.62381852
RNF138P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF139,10.02,0,1.94,11.14,0.96,6.95,0.49,2.37,0.56,4.91,1.84,4.07,8.71,7.01,3.4,0,8.081826851,6.302894491,1.876956278
RNF14,22.74,50.32,4.19,17.98,3.05,22.27,13.07,8.62,31.81,8.07,0,7.45,13.03,16.53,3.93,0,5.834936404,13.09848517,5.446907928
RNF141,18.87,5.8,4.9,7.82,3.19,3.88,7.59,3.13,0.71,6.74,0,1.63,2.99,5.72,2.87,0.744219097,2.991728082,5.371739718,1.515987003
RNF144A,8.67,0,4.88,2.71,1.07,29.04,0,2.55,2.61,1.44,0.83,3.71,6.3,1.73,3.38,3.611481818,0.719360276,0.9208632,1.364539939
RNF144B,2.4,0,0.39,4.97,1.59,0.39,11.05,1.3,9.97,1.93,1.91,3.5,1.9,5.93,3.35,2.252374563,9.503090576,8.040412585,6.216169937
RNF145,5.95,0,8.67,5.8,7.22,29.29,0,6.24,8.93,8.77,0,7.7,0.85,6.69,2.94,0,4.068140109,2.970675022,6.303099058
RNF146,12.12,0,4.52,6,3.23,27.65,7.3,8.24,9.71,6.7,0,7.62,29.25,9.49,5.39,0,4.4400706,9.61873302,7.272862567
RNF148,0,0,0.42,0,0,0,0,0,0,0.6,0,1.35,0,2.07,0.76,0,0.840252404,1.092166897,3.354031134
RNF149,6.34,0,6.61,13.31,6.99,12.54,6.45,17.15,29.25,18.16,0,14.17,8.85,12.02,6.77,3.280237194,8.196957224,12.86771926,6.681899154
RNF14P1,0,0,1.32,3.79,0.8,0,0,0.76,0,0.95,0,2.54,0,1.08,3.43,0,3.366374358,7.657371259,1.832391674
RNF14P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF14P3,12.41,0,1.56,3.67,0.71,0,0,2.37,1.13,1.68,0,1.75,0,0.96,1.4,8.361111891,1.514022638,2.295928736,0
RNF14P4,0,0,0,1.39,0.27,0,0,0.39,0,0.95,0,0.57,2.84,0,0.27,18.75527997,0.169809463,0,0
RNF150,0.91,0,0.96,0.88,0.31,6.12,0.13,1.48,0.07,1.6,0,1.54,0.19,0.44,0.89,2.644167468,0.402194917,0.663842816,0.729745159
RNF151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,5.954513734,0,0,0
RNF152,3.21,71.29,0.56,3.49,3.07,9.4,8.59,3.46,5.5,0.91,8.74,5.83,1.78,3.83,5.79,1.710618163,3.076921538,9.081428879,5.620255477
RNF152P1,0,0,0,0,0,0,0,0,0,0,0,0,6.89,0,0,0,0.698355475,6.807960871,0.633550432
RNF157,7.32,0,8.01,0.55,0.2,3.27,0,5.32,0,1.76,0,5.98,4.34,1.36,0,2.943770723,0.373138753,0.346434843,0.290153768
RNF157-AS1,0,0,7.19,0,1,0,0,0,0,0.21,0,0,0,0,0,0,0,1.246629791,0.087008745
RNF165,0.31,0,5.92,0.47,1.08,0.68,1.32,0.15,0.25,1.26,0,0.09,0,3.15,0.44,1.01996925,0.461737791,0.88025011,1.541515476
RNF166,6.56,0,7.53,41.44,2.58,21.12,3.75,12.87,9.79,12.31,56.24,3.92,2.12,8.6,1.64,2.660961587,1.879193691,2.71399024,5.944981349
RNF167,23.77,0,6.71,34.78,7.04,21.94,49.72,5.98,41.95,9.86,46.18,20.75,31.65,11.96,12.42,8.489088093,9.991776952,17.6495338,5.438744165
RNF168,8.59,0,12.94,17.34,5.18,8.47,3.73,5.16,14.27,7.45,0.9,6.52,10.28,7.09,5.01,8.712944727,5.482619438,9.484714765,9.01734096
RNF169,6.56,0,5.75,5.77,2.77,6.04,4.74,4.84,5.34,4.65,34.54,5.22,6.93,7.72,2.69,0.742605768,4.491310895,15.43940345,4.196524313
RNF17,0,0,0,0.52,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.162681082,0
RNF170,7.78,0,5.32,3.32,2.28,0,4.07,2.68,0,4.9,0,3.12,33.08,8.34,4.13,4.808847591,3.413464681,5.357419836,1.516754264
RNF175,0,0,1.23,0.78,0,1.88,0,2.53,0,0.11,0,0,0,0,0.7,0,0.610723997,0.220506669,0.18468362
RNF180,3.38,0,1.84,0.16,0.55,3.02,0,5.55,2.22,1.63,0,0.71,3.51,3.44,0.94,0,0.388046649,1.765351644,2.182630782
RNF181,17.73,0,8.34,21.45,2.07,0,0,8.87,1.71,5.14,0,14.66,10.57,3.71,3.3,4.428528085,5.613397242,12.85545497,2.618996313
RNF182,0,0,0,0,0.19,0,0,0,0,0,0,0,0,2.42,0,0,0.154394842,0.222981854,0
RNF183,4.22,0,1.41,0,0,0.44,0,0,17.32,0,0,0.14,11.22,1.51,0.41,0,0.057845133,1.002500973,0.419818389
RNF185,6.03,0,2.78,3.41,1.11,4.12,2.96,1.77,0.5,3.3,0,3.05,0.48,3.88,3.96,1.688954302,3.731178818,7.818010234,5.660060186
RNF185-AS1,0,0,2.62,0,0,5.32,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168050481,0,0
RNF187,12.01,0,3.8,6.22,4.9,8.01,5.24,2.96,36.02,2.56,15.78,8.3,32.36,2.96,5.37,0,8.035006675,12.68388746,3.61643909
RNF19A,6.25,0,47.37,20.55,6.68,58.3,21.48,20,109.43,20.25,1.12,12.47,65.83,21.61,12.5,6.965926354,7.568302159,9.368895799,9.677775164
RNF19B,0.3,0,0.66,12.17,1.48,3.08,0,2.45,3.76,2.39,4.18,3.09,0.51,0.83,1.79,2.231231583,7.353335314,5.076553538,2.052606305
RNF19BPX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF19BPY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF2,12.84,0,1.11,6.91,2.55,4.16,3.09,0.73,17.6,2.78,0,4.35,0,4.65,3.96,2.981830226,11.01492169,7.720104459,2.939051161
RNF20,13.71,6,8.04,7.77,5.73,3.28,8.43,5.01,13.22,8.75,0,9.38,15.33,7.69,5.93,0,10.74294576,9.640258318,7.666338311
RNF207,12.27,35.59,7.43,2.42,2.71,9.42,7.7,4.75,0.9,5.17,0,2.71,6.88,1.26,1.65,0,1.471046893,4.225971027,4.757920519
RNF207-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55794538,0,1.012339845
RNF208,0,0,0,0,0.3,0,0,0,0,0.37,4.68,3.57,0,0.64,0.59,0,2.934307527,1.191886483,1.663758527
RNF212,0,0,15.09,0,2.47,0,0,0,0,1.63,0,0.36,5.59,5.26,0,1.163539347,0.58993945,0.639006739,0.841020794
RNF212B,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0.819439936,2.662786703,0.557548996
RNF213,68.71,304.83,22.56,308.06,15.7,74.21,65.69,49.93,196.69,81.24,113.34,90.42,104.83,36.67,21.49,3.668997542,15.79006906,30.27274856,22.87682533
RNF213-AS1,8.13,0,2.01,18.55,1.52,0,0.67,5.69,22.57,3.12,8.41,4.81,0,3.96,2.23,0.884494902,2.882943775,8.119093068,3.080379168
RNF214,26.3,0,8.37,9.95,3.79,16.48,32.7,7.5,11.64,4.21,0,4.99,16.51,5.49,7,0,4.881357399,8.604913758,5.817680713
RNF215,1.5,0,1.66,2.51,0.83,13.59,0,2.16,10.43,3.92,2.46,4.21,0,7.09,2.64,0,1.089888607,1.11614538,0.934818753
RNF216,8.21,15.37,11.43,8.88,1.53,15.11,54.2,19.53,5.71,11,3.12,11.42,7.75,6.92,5.4,0,6.764719496,10.85535471,5.758150552
RNF216-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.129129874,16.26907365,1.135502852
RNF216P1,0,0,4.47,12.19,4.68,12.36,17.73,8.62,11.42,2.84,0,13.32,22.74,12.59,2.13,1.05728294,2.412293259,7.714370573,1.945280486
